Title	Artist	Date	Subject	Description	Notes	Edition	Type	Original Format	Original Size	Digital Format	Repository	Repository Collection Guide	Restrictions	Cite As	Contact Info	Frame Size	Accession Number	Language	Object File Name	Item URL	Collection URL	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Cataloger	Cataloged Date	Digitized By	Publisher	Digitized Date	Credit Line	Contributors	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Banc Parisian	Durieux, Caroline, 1896-1989	1950	Women; Men; Benches; Public speaking	The scene depicts a French beach and is typical of the "sights" one might see enjoying the beaches. Four men and women sit on the benches. Two of them are talking to each other.	The drawing, done on stone, was made using lithographic pencil, crayon and ink. Scraping was used in desired areas. It is interesting that the print has an overprinting of reduced pink ink applied to add color to the work. In addition, this edition  was printed on cream toned paper, also adding warmth to the prints. Ms Durieux stated that the "types" seen in the print are representative of those general personalities she'd see when visiting the beaches herself.	Ed. 25	Image	Color lithograph	22 x 15-1/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.61		cd000075	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-13	PA		2004-07-27		Printed by Desjobert in Paris		2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/127	127	67116139102003_328.jp2		/CWD/image/67116139102003_328.jp2
Nuclear family	Durieux, Caroline, 1896-1989	1979	Families	White image on a black background. Amoebae shaped "faces" of, from top to bottom, man, woman and child. The facial features are sparsely drawn; red hair and suggestions of clothing are added. The forms are white, outlined in black, and detailed in red.			Image	Color cliché vérre	18-1/2 x 7 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		95.3.9		cd000174	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-12-02	JC		08-10-2004	Charles W. Durieux			2004-08-13	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/128	128	18722139102003_451.jp2		/CWD/image/18722139102003_451.jp2
Swine maskers, Mardi Gras day	Durieux, Caroline, 1896-1989	1946	Carnival; Masks; Costumes; Swine	The print depicts a costume created and worn by Mr. Eddie Dreyer one Carnival Day. The idea behind the costume is that of casting pearls to swine, thus the enormous pig's head decorated with hundreds of pearls. In the print, Ms. Durieux has developed the central element three times, slightly changing it each time, to create the desired pattern. The pattern also suggests the setting, that Victor's Bar at the corner of Chartres and Toulouse in the French Quarter. It seems that Victor's would set out tables with checkered cloths on its sidewalk every Mardi Gras as a courtesy to its customers.	Drawing on stone using lithographic pencil.	Ed. 10	Image	Black and white lithograph	10 x 7-7/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments	18-11/16 x 16-1/16	68.9.41		cd000181	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-12-03	JC		08-10-2004				2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/129	129	70315139102003_306.jp2		/CWD/image/70315139102003_306.jp2
Five girls, Mardi Gras day	Durieux, Caroline, 1896-1989	1946	Girls; Carnival; Costumes; Masks	Five girls dress in costumes and masks in Mardi Gras day.			Image	Black and white lithograph	10-3/4 x 7-3/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments	19-5/8 x 16 in.	68.9.37		cd000177	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-12-02	JC		08-10-2004				2004-08-13	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/130	130	48415139102003_301.jp2		/CWD/image/48415139102003_301.jp2
Hands	Durieux, Caroline, 1896-1989	1950	Hands; Drawing	Appears to be the hands of the artist working of a drawing or matrix	Hands and arms are backed by a screen-like ground which could represent the longitudinal and latitudinal marks on a globe.		Image	Black electron	9-1/2 x 7-3/4 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		77.22.8		cd000155	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-25	PA		2004-08-10				2004-08-13	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/131	131	64020139102003_417.jp2		/CWD/image/64020139102003_417.jp2
Solace	Durieux, Caroline, 1896-1989	1974	Women; Eating & drinking	Full face, bust length, view of a female alcoholic. The subject's face is obscured by a large drinking glass which she holds with both hands. She has very long, painted finger nails and very curly hairdo. Pale lavender and brown with greys and blacks are used to create the figure who stands against a mottled black background.		10 of 10	Image	Color electron	17-7/8 x 15-15/16 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		76.12.5		cd000012	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-12	JC		2004-07-13				2004-08-13	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/132	132	37519139102003_389.jp2		/CWD/image/37519139102003_389.jp2
Greens and greys	Durieux, Caroline, 1896-1989	1950	Abstract paintings	The subject is an abstracted composition of crossing lines which, related the artist, was inspired by a spider's web.	The print is made of three colors: an egg yellow, gray and chartreuse. Ms. Durieux related that the colors are not hard to distinguish for French printers who were always so anxious that the number of runs made are easily discernable.	Ed. 4	Image	Color lithograph	18-1/4 x 19-5/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.63		cd000092	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-18	PA		2004-07-27		Printed in Paris by Desjobert		2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/133	133	75016139102003_330.jp2		/CWD/image/75016139102003_330.jp2
Barriers	Durieux, Caroline, 1896-1989	CA. 1950-1980	Abstract paintings	Abstract pattern with stalactite-like forms. Background is mottled green and black. Smaller forms in gray can be seen behind the front forms. The main forms are white with a "furry" black texture. Small "X" shapes are scattered over the image.			Image	Colored electron print	13-3/4 x 16 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		95.3.5		cd000172	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-12-02	JC		8-10-04	Charles W. Durieux			2004-08-10	2008-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/134	134	022139102003_447.jp2		/CWD/image/022139102003_447.jp2
Oppression and madness	Durieux, Caroline, 1896-1989	1942	Men	The print depicts two captive figures isolated within what one may consider to be a cell. A single window in the background allows for a stream of sunlight to filter into the area behind the figures, yet they take no notice of it, nor the warmth it may offer.	The drawing was made using lithographic pencil, some lithographic ink and brush, and a minimal amount of scraping. The print is a general comment on the war years. Ms. Durieux was much involved with the tragedies which occurred in the Pacific and Europe. The print expresses the oppression  of war as sensed by the artist. When commenting on the print, Ms. Durieux related that in the lithography technique, no one print of an edition is better than the others as far as quality is concerned. Her reference was made in comparison to the drypoint printing technique in which the first prints are considered best. Ms. Durieux stated that lithography, ".  The stone doesn't wear out in the hands of a good printer."	Ed. 12	Image	Black lithograph	12-7/8 x 8-1/2 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		68.9.21		cd000151	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-25	PA		2004-08-10		Printed in New York by George Miller.		2004-08-13	2008-03-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/135	135	74914139102003_284.jp2		/CWD/image/74914139102003_284.jp2
Mother and child	Durieux, Caroline, 1896-1989	1977	Abstract paintings	Two black, grey and white forms float against a black ground.			Image	Cliché verre	13-3/8 x 17-5/8 in.	jpeg 2000	Louisiana State University Museum of Art (http://appl003.lsu.edu/museum/moa.nsf/index/)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/d3827.html	Physical rights are retained by the Louisiana State University Museum of Art.  Copyright is retained in accordance with U S copyright laws.	Caroline Wogan Durieux Collection at the LSU Museum of Art, LOUISiana Digital Library, Baton Rouge, La.	E-mail fhuber@lsu.edu with questions or comments		77.22.15		cd000089	See 'reference url' on the navigation bars.	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_CWD.php?CISOROOT=/CWD;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/CWD	300 dpi	36 Bit-depth	Color	1:1					2003-11-18	PA		2004-07-27				2004-08-13	2008-03-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CWD/id/136	136	90619139102003_401.jp2		/CWD/image/90619139102003_401.jp2
