Title	Creator	Date	Physical Description	Summary	Description	Language	Type	Subjects	Series	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Charles de Rabars to Auguste Doussan, 1831 Sep. 19	Rabars, Charles de	1831-09-19	1 letter.	Mailed from Libourne September 19, 1831, Charles de Rabars to Auguste Doussan at Grand Hôtel de Castille, Paris.  De Rabars now addresses Auguste with the familiar tu.  Before this letter, they had finally met in person, and the subsequent separation has been hard for De Rabars.  Auguste left a surgical instrument behind, and De Rabars wants to know if Auguste wants it mailed to him or if the writer should hold onto it until Auguste returns. 	Mailed from Libourne. Charles de Rabars to Auguste Doussan at Grand Hôtel de Castille, Paris. Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars writes to Auguste Doussan inquiring whether he should send a surgical instrument Auguste left during a prior meeting between the two or if he should wait until they meet again. 	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Libourne (France)--History--19th Century; Paris (France)--History--19th Century; Male Friendship--France--19th Century; Medicine--Practice--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 312	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/717	717	745.cpd	/p16313coll76/image/745.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/718	718	746.jp2	/p16313coll76/image/746.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/719	719	747.jp2	/p16313coll76/image/747.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/720	720	748.jp2	/p16313coll76/image/748.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/721	721	749.jp2	/p16313coll76/image/749.jp2
Charles de Rabars to Auguste Doussan, 1831 Sep. 30	Rabars, Charles de	1831-09-30	1 letter.	(Brun?) Charles de Rabars to Auguste Doussan, Grand Hôtel de Castille, Paris.  De Rabars quotes Dr. Primrose from Oliver Goldsmith's VICAR OF WAKEFIELD. 	Charles de Rabars, (Brun?) to Auguste Doussan, Grand Hôtel de Castille, Paris. Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars quotes Dr. Primrose from Oliver Goldsmith's "The Vicar of Wakefield : a Tale Supposed to be Written by Himself." 	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Paris (France)--History--19th Century; Books and Reading--France--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 313	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/722	722	750.cpd	/p16313coll76/image/750.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/723	723	751.jp2	/p16313coll76/image/751.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/724	724	752.jp2	/p16313coll76/image/752.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/725	725	753.jp2	/p16313coll76/image/753.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/726	726	754.jp2	/p16313coll76/image/754.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/727	727	755.jp2	/p16313coll76/image/755.jp2
Page 6																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/728	728	756.jp2	/p16313coll76/image/756.jp2
Page 7																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/729	729	757.jp2	/p16313coll76/image/757.jp2
Page 8																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/730	730	758.jp2	/p16313coll76/image/758.jp2
Charles de Rabars to Auguste Doussan, 1832 Sep. 22	Rabars, Charles de	1832-09-22	1 letter.	(Brun?), September 22, 1832, Charles de Rabars to Auguste Doussan in Baton Rouge, 'État de la Nlle. Orléans.'  De Rabars deplores the sociopolitical situation in France and mentions the advance of cholera in the Bordeaux area as well as the measures being taken to avoid the epidemic.  He says that Auguste is now married to Louise [née Perrin], and he hopes that things go well.  De Rabars complains about the trouble that his son has caused him, but the younger De Rabars has been home for a while and has returned to his old self.  De Rabars mentions the drought in the Bordeaux area.  He wants to know if the vine slips he had sent Auguste's brother arrived, and he will want to know if they survive in the future.  The writer says that if Dubroca [apparently in Louisiana] remembers him, then remember De Rabars to Dubroca and tell the latter about De Rabars' nephew Dunogué. 	Charles de Rabars, (Brun?), to Auguste Doussan in Baton Rouge, 'État de la Nlle. Orléans.'  Charles de Rabars, a resident of the Bordeaux region of France, served in Napoleon's army with Antoine Doussan.  De Rabars also maintained a lengthy correspondence with Auguste Doussan, a relationship initiated at Antoine Doussan's behest. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.De Rabars discusses the sociopolitical situation in France and mentions the advance of cholera in the Bordeaux area as well as the measures being taken to avoid the epidemic.  He reports that Auguste is now married to Louise Doussan, née Perrin.  De Rabars discusses his family life.  De Rabars mentions the drought in the Bordeaux area and asks if the vine slips he had sent Auguste's brother arrived.   	French.	Text.	Rabars, Charles deily; Doussan, Auguste Alexandre; Doussan, Louise Perrin; Doussan, Antoine J.; Bordeaux (France)--History--19th Century; Baton Rouge (La.)--History--19th Century; New Orleans (La.)--History--19th Century; France--Politics and Government--18th Century, 19th Century; Cholera--France--History--19th Century; Droughts--France--History--19th Century; Agriculture--Southern States--History--19th Century	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 314	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/731	731	759.cpd	/p16313coll76/image/759.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/732	732	760.jp2	/p16313coll76/image/760.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/733	733	761.jp2	/p16313coll76/image/761.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/734	734	762.jp2	/p16313coll76/image/762.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/735	735	763.jp2	/p16313coll76/image/763.jp2
Joachim Ambert to Auguste Doussan, 1849 July 13	Ambert, Joachim	1849-07-13	1 letter.	Chartres, France, July 13, 1849, Joachim Ambert to Auguste Doussan.  The letter concerns a copy of a marriage contract.	Joachim Ambert, Chartres, to Auguste Doussan. General Baron Joachim Ambert was a French military officer and nobleman with whom Antoine and Auguste Doussan had dealings. Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana.The letter concerns a copy of a marriage contract.	French.	Text.	Ambert, Joachim; Doussan, Auguste Alexandre	I. Correspondence, 1827-1849, undated.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 348	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/736	736	764.cpd	/p16313coll76/image/764.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/737	737	765.jp2	/p16313coll76/image/765.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/738	738	766.jp2	/p16313coll76/image/766.jp2
Liste des Valeurs de Dame Louise Doussan entre les Mains de H.M. Favrot, 1870 Dec. 31	Favrot, H.M.	1870-12-31	1 letter.	December 31, 1870, 'Liste des Valeurs de Dame Louise Doussan entre les Mains de H.M. Favrot, Agent, le 31 Dec. 1870.'	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by H.M. Farvrot.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.	II. Financial Papers, 1842-1909	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 390	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/739	739	767.cpd	/p16313coll76/image/767.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/740	740	768.jp2	/p16313coll76/image/768.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/741	741	769.jp2	/p16313coll76/image/769.jp2
