Title	Compound	Photographer	Notes	Biographical Information	Description	Type	Date	Original Format/Size	Subject(s)	Geographic Focus	Collection Name	Box	Folder	Series	Sub-series	Digital Format	Digital Reproduction Information	Repository	Dates	Item Number	Related Items	Restrictions	Cataloger	Contact and Ordering Information	Cataloged date	Item URL	OCR	Cite As	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
R. S. Jackson	1	B. Moses, Photograph Gallery, No. 1 Camp St. Cor. Canal, New Orleans, LA	Jackson listed as a member of the Society of the Alumni, 1887. On back- Student at Sem- Picture taken after the war.				n.d.	Albumen prints; 2.50in x 4.00in (CDV studio card)	Louisiana State Seminary of Learning and Military Academy--Students--Photographs.; Jackson, R. S.--Photographs.; Louisiana State University and Agricultural and Mechanical College. Society of the Alumni--Photographs.; Moses, B.		LSU Photograph Collection, 1886-1926	10	none	College Presidents & Faculty				Louisiana State University Libraries, Special Collections		a50000146				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2854	2854	3138.cpd		/LSU_UAP/image/3138.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2855	2855	3139.jpg		/LSU_UAP/image/3139.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2856	2856	3140.jpg		/LSU_UAP/image/3140.jpg
Laboratory and Residence, Sugar Experiment Station	1	Unknown	Audubon Park, La. Sugar experiment laboratory is in foreground and the side of the director's house is visible. Audubon Sugar School is a branch of Louisiana State University.				1899	Gelatin silver prints; 9.50in x 7.50in	Agricultural laboratories--Louisiana--New Orleans--Photographs.; Audubon Sugar School--Photographs.; Sugar Experiment Station (La.)--Photographs.; Agricultural administrators--Dwellings--Louisiana--New Orleans--Photographs.		LSU Photograph Collection, 1886-1926	2	4	Audubon Sugar School	Buildings			Louisiana State University Libraries, Special Collections		a50000361				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2857	2857	3141.cpd		/LSU_UAP/image/3141.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2858	2858	3142.jpg		/LSU_UAP/image/3142.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2859	2859	3143.jpg		/LSU_UAP/image/3143.jpg
Cotton at Sugar Station	1	Unknown	Two men, one smoking a pipe, and the other in a white suit, stand in a cotton field. A full bag of cotton sits on the ground next to the blooming plants. Audubon Sugar School is a branch of Louisiana State University.				n.d.	Albumen prints; 4.25in x 3.00in	Audubon Sugar School--Photographs.; Cotton growing--Louisiana--New Orleans--Photographs.; Sugar Experiment Station (La.)--Photographs.		LSU Photograph Collection, 1886-1926	2	7	Audubon Sugar School	Cotton & Tobacco			Louisiana State University Libraries, Special Collections		a50000380				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2860	2860	3144.cpd		/LSU_UAP/image/3144.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2861	2861	3145.jpg		/LSU_UAP/image/3145.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2862	2862	3146.jpg		/LSU_UAP/image/3146.jpg
Planting cane, Audubon Park	1	Unknown	Two men planting sugar cane in field at Audubon Park Sugar Experiment Station.  Audubon Sugar School is a branch of Louisiana State University.				1909	Gelatin silver prints; 7.00in x 5.00in	Audubon Sugar School--Photographs.; Sugarcane--Planting--Louisiana--New Orleans--Photographs.; Sugar Experiment Station (La.)--Photographs.		LSU Photograph Collection, 1886-1926	2	6	Audubon Sugar School				Louisiana State University Libraries, Special Collections		a50000374				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2863	2863	3147.cpd		/LSU_UAP/image/3147.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2864	2864	3148.jpg		/LSU_UAP/image/3148.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2865	2865	3149.jpg		/LSU_UAP/image/3149.jpg
Audubon Park, New Orleans, Sugar Station	1	Unknown	Several sugar station buildings are in the foreground. The Mississippi River can be seen in the distance.  Became Audubon Sugar School in 1891.				1887	Gelatin silver prints; 6.75in x 4.75in	Sugar Experiment Station (La.)--Photographs.; Agricultural experiment stations--Louisiana--New Orleans--Photographs.		LSU Photograph Collection, 1886-1926	2	3	Audubon Sugar School	Buildings			Louisiana State University Libraries, Special Collections		a50000353				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2866	2866	3150.cpd		/LSU_UAP/image/3150.cpd
Front											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2867	2867	3151.jpg		/LSU_UAP/image/3151.jpg
Back											LSU Photograph Collection, 1886-1926						Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000	Louisiana State University Libraries, Special Collections						To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2868	2868	3152.jpg		/LSU_UAP/image/3152.jpg
Col. Nicholson - Class of Mathematics 1899	1	Unknown	Classroom interior showing cadets and professor Nicolson (far left). Handwritten on back- Col. Nicholson - Class of Mathematics 1899.				c. 1899	Gelatin silver prints; 6.75in x 4.38in	Classrooms--Louisiana--Baton Rouge--Photographs.; Mathematics--Study and teaching (Higher)--Louisiana--Baton Rouge--Photographs.; Classes (Groups of students)--Louisiana--Baton Rouge--Photographs.; Nicholson, J. W. (James William), 1844-1917--Photographs.		LSU Photograph Collection, 1886-1926	4	12	Colleges & Departments	Mathematics			Louisiana State University Libraries, Special Collections		a50000094				To inquire about ordering copies of these images, email lsudiglib@lsu.edu See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Include the "Item URL" in your request.		See 'reference url' on the navigation bars.		LSU Photograph Collection, 1886-1926, Louisiana State University Archives, LSU Libraries, Baton Rouge, LA.	http://www.lib.lsu.edu/special/archives/digital		2009-01-09	2009-01-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/2869	2869	3153.cpd		/LSU_UAP/image/3153.cpd
