Title	Creator	Date	Subject(s)	Physical Description	Notes	Repository	Repository Collection Guide	Call Number/Location	Cite as	Restrictions	Publisher	Type	Format	Digital Collection	Language	Contact and Ordering Information	Item URL	Object File Name	Contributors	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Photolithographic Plate 14						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/288	288	289.jp2	/p15140coll17/image/289.jp2
Photolithographic Plate 15						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/289	289	290.jp2	/p15140coll17/image/290.jp2
Photolithographic Plate 16						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/290	290	291.jp2	/p15140coll17/image/291.jp2
Photolithographic Plate 17						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/291	291	292.jp2	/p15140coll17/image/292.jp2
Photolithographic Plate 18						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/292	292	293.jp2	/p15140coll17/image/293.jp2
Photolithographic Plate 19						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/293	293	294.jp2	/p15140coll17/image/294.jp2
Photolithographic Plate 20						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/294	294	295.jp2	/p15140coll17/image/295.jp2
Photolithographic Plate 21						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/295	295	296.jp2	/p15140coll17/image/296.jp2
Photolithographic Plate 23						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/296	296	297.jp2	/p15140coll17/image/297.jp2
Photolithographic Plate 24						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/297	297	298.jp2	/p15140coll17/image/298.jp2
Photolithographic Plate 26						Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				Mardi Gras Mambo: Selections from LSU Libraries Special Collections		E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html.  Mention the “Item number” or “Item URL” in your request.	See ‘reference url’ on the navigation bar.				2012-02-16	2012-02-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll17/id/298	298	299.jp2	/p15140coll17/image/299.jp2
