Title	Lingustic Category	Author	Author's Gender	Author's Occupation	Author's Social Class	Author's Place of Birth	Writing Location	Date	Addressee	Addressee's Location	Document Type	Notes	Extent (Pages)	Subject	Language	Repository	Repository Collection	Repository Collection Guide	Shelf Location	Cite As	Restrictions	Digital Collection	Contact and Ordering Information	Item URL	Transcription	Related Collections	Item Number	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Mrs. Norbert Badin letter, 1896 Sept. 17	Black Creole.	Badin, Sylvia Phermance.	F	Planter's Wife	middle (?)	USA	Cane River (La.)	1896-09-17	Roques, Floratine.	Natchitoches (La.)	personal	news of death in family	1	Natchitoches Parish (La.)--History.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Norbert Badin papers, 1829-1937 (bulk 1870-1890).	http://www.lib.lsu.edu/special/findaid/b825.html	U:97-98	Norbert Badin Papers, Mss. 825, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/624	624	625.cpd	/p15140coll41/image/625.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/625	625	626.jp2	/p15140coll41/image/626.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/626	626	627.jp2	/p15140coll41/image/627.jp2
082511111894ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/627	627	628.pdf	/p15140coll41/image/628.pdf
082511111894tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/628	628	629.pdf	/p15140coll41/image/629.pdf
Nerestine Badin letter, 1894 Nov. 11	Black Creole.	Badin, Nerestine.	M	Merchant	middle	USA	(unknown)	1894-11-11	Badin, J. L.	(unknown)	personal	informing  of his health	2	Natchitoches Parish (La.)--History.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Norbert Badin papers, 1829-1937 (bulk 1870-1890).	http://www.lib.lsu.edu/special/findaid/b825.html	U:97-98	Norbert Badin Papers, Mss. 825, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/629	629	630.cpd	/p15140coll41/image/630.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/630	630	631.jp2	/p15140coll41/image/631.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/631	631	632.jp2	/p15140coll41/image/632.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/632	632	633.jp2	/p15140coll41/image/633.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/633	633	634.jp2	/p15140coll41/image/634.jp2
082502011899ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/634	634	635.pdf	/p15140coll41/image/635.pdf
082502011899tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/635	635	636.pdf	/p15140coll41/image/636.pdf
082502011899tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/636	636	637.pdf	/p15140coll41/image/637.pdf
082502011899td_Transcription Page 4																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/637	637	638.pdf	/p15140coll41/image/638.pdf
Nerestine Badin letter, 1899 Feb. 7	Black Creole.	Badin, Nerestine.	M	Merchant	middle	USA	Edgard (La.)	1899-02-07	Badin, J. L.	(unknown)	personal	news from brother	2	Louisiana--History--19th century.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Norbert Badin papers, 1829-1937 (bulk 1870-1890).	http://www.lib.lsu.edu/special/findaid/b825.html	U:97-98	Norbert Badin Papers, Mss. 825, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/638	638	639.cpd	/p15140coll41/image/639.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/639	639	640.jp2	/p15140coll41/image/640.jp2
091201251868ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/640	640	641.pdf	/p15140coll41/image/641.pdf
Octavie Penot letter, 1868 Jan. 25	Black Creole.	Penot, Octavie.	F	Planter	middle (?)		Natchitoches (La.)	1868-01-25	Tauzin, Marcelin, d. 1877.	Natchitoches (La.)	business	purchace/rent of mules	1	Plantation owners--Louisiana.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Marcelin Tauzin and family papers, 1834-1944.	http://www.lib.lsu.edu/special/findaid/912.htm	A:60, Box 1, Folder 1:10	Marcelin Tauzin and Family Papers, Mss. 912, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/641	641	642.cpd	/p15140coll41/image/642.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/642	642	643.jp2	/p15140coll41/image/643.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/643	643	644.jp2	/p15140coll41/image/644.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/644	644	645.jp2	/p15140coll41/image/645.jp2
082505051896ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/645	645	646.pdf	/p15140coll41/image/646.pdf
082505051896tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/646	646	647.pdf	/p15140coll41/image/647.pdf
082505051896tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/647	647	648.pdf	/p15140coll41/image/648.pdf
P. N. Conde letter, 1896 May 5	Black Creole.	Conde, P. N.	M			USA	Campti (La.)	1896-05-05	Badin, Aug (Mr.).	(unknown)	personal	news	3	Natchitoches Parish (La.)--History.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Norbert Badin papers, 1829-1937 (bulk 1870-1890).	http://www.lib.lsu.edu/special/findaid/b825.html	U:97-98	Norbert Badin Papers, Mss. 825, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/648	648	649.cpd	/p15140coll41/image/649.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/649	649	650.jp2	/p15140coll41/image/650.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/650	650	651.jp2	/p15140coll41/image/651.jp2
135304231837ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/651	651	652.pdf	/p15140coll41/image/652.pdf
135304231837tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/652	652	653.pdf	/p15140coll41/image/653.pdf
Patrick Henasy letter, 1837 Apr. 23	Irish/Scots.	Henasy, Patrick.	M	Inmate			Baton Rouge (La.)	1837-04-23	McKowen, John, 1812-1871.	Jackson (La.)	personal	wants to get out of prison	2	East Feliciana Parish (La.)--Politics and government--19th century.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	John McKowen papers, 1836-1898 (bulk 1836-1869).		E:54, Box 1, Folder 1:3	John McKowen Papers, Mss. 1353, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/653	653	654.cpd	/p15140coll41/image/654.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/654	654	655.jp2	/p15140coll41/image/655.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/655	655	656.jp2	/p15140coll41/image/656.jp2
082509131891ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/656	656	657.pdf	/p15140coll41/image/657.pdf
082509131891tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-13	2011-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/657	657	658.pdf	/p15140coll41/image/658.pdf
Pauline Metoyer letter, 1891 Sept. 13	Black Creole.	Metoyer, Pauline.	F	Planter's Wife	middle	USA	Campti (La.)	1891-09-13	Badin, Norbert, d. 1903.	(unknown)	personal	news of a wedding and a new school house	2	Natchitoches Parish (La.)--History.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Norbert Badin papers, 1829-1937 (bulk 1870-1890).	http://www.lib.lsu.edu/special/findaid/b825.html	U:97-98	Norbert Badin Papers, Mss. 825, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/658	658	659.cpd	/p15140coll41/image/659.cpd
