Title	Volume	Issue	Author	Publication Date	Call Number	Subject	Publisher	Description	Copyright	Notes	Type	Format	Language	Relation	Coverage	Audience	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Louisiana Conservationist	33	No. 1	Department of Conservation, State of Louisiana	1981	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/261	261	262.pdf	/p16313coll45/image/262.pdf
Louisiana Conservationist	33	No. 2	Department of Conservation, State of Louisiana	1981	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/262	262	263.pdf	/p16313coll45/image/263.pdf
Louisiana Conservationist	33	No. 3	Department of Conservation, State of Louisiana	1981	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/263	263	264.pdf	/p16313coll45/image/264.pdf
Louisiana Conservationist	33	No. 4	Department of Conservation, State of Louisiana	1981	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/264	264	265.pdf	/p16313coll45/image/265.pdf
Louisiana Conservationist	33	No. 5	Department of Conservation, State of Louisiana	1981	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/265	265	266.pdf	/p16313coll45/image/266.pdf
Louisiana Conservationist	34	No. 1	Department of Conservation, State of Louisiana	1982	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/266	266	267.pdf	/p16313coll45/image/267.pdf
Louisiana Conservationist	34	No. 2	Department of Conservation, State of Louisiana	1982	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/267	267	268.pdf	/p16313coll45/image/268.pdf
Louisiana Conservationist	34	No. 3	Department of Conservation, State of Louisiana	1982	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/268	268	269.pdf	/p16313coll45/image/269.pdf
Louisiana Conservationist	34	No. 4	Department of Conservation, State of Louisiana	1982	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/269	269	270.pdf	/p16313coll45/image/270.pdf
Louisiana Conservationist	3	No. 4-5	Department of Conservation, State of Louisiana	1950-51	SK 351 L62	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/270	270	271.pdf	/p16313coll45/image/271.pdf
Louisiana Conservationist	34	No. 6	Department of Conservation, State of Louisiana	1982	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/271	271	272.pdf	/p16313coll45/image/272.pdf
Louisiana Conservationist	34	No. 5	Department of Conservation, State of Louisiana	1982	SK 351 L6	Wildlife conservation--Louisiana--Periodicals.; Natural resources--Louisiana--Periodicals.; Wildlife conservation--Periodicals.; Conservation of natural resources--Louisiana--Periodicals.	New Orleans, La. : Dept. of Conservation	The Louisiana Conservationist magazine, published by the Louisiana Department of Wildlife and Fisheries, is dedicated to the conservation and restoration of Louisiana's natural resources. The first issue was published in 1923 and recent issues are available online via www.louisianaconservationist.org. Additional titles of the same magazine include: Louisiana Conservationist News, Louisiana Game Fur and Fish, and Louisiana Conservationist Review.	This document is in the public domain.										2013-07-23	2013-07-23	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll45/id/272	272	273.pdf	/p16313coll45/image/273.pdf
