Title	Photographer	Compound	Date	Subjects	Notes	Digital Format	Repository	Collection Name	Collection Source	Original Format/Size	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
House on Ellicott Hill. 2. Exterior Restored	Norman Studio		ca. 1935	Natchez (Miss.)--Photographs.;House on Ellicott Hill (Natchez, Miss.)--Photographs.	View of front of house taken from street below.  Women, children, and a man stand on the porches.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066135a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/111	111	112.jpg	/LSU_TJP/image/112.jpg
House on Ellicott Hill. 4.  Upper Balcony Restored	Norman Studio		ca. 1935	Natchez (Miss.)--Photographs.;House on Ellicott Hill (Natchez, Miss.)--Photographs.	View along walkway of upper porch.  Street visible in background.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066136a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/112	112	113.jpg	/LSU_TJP/image/113.jpg
House on Ellicott Hill. 6. Bedroom Restored	Norman Studio		ca. 1935	Natchez (Miss.)--Photographs.;House on Ellicott Hill (Natchez, Miss.)--Photographs.	Bedroom with period furniture including a canopy bed.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066145a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/113	113	114.jpg	/LSU_TJP/image/114.jpg
Dunleith	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Dunleith (Natchez, Miss.)--Photographs.	Side and front of house from a distance.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066155a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/114	114	115.jpg	/LSU_TJP/image/115.jpg
Edgewood	Norman Studio		ca. 1940	Natchez (Miss.)--Photographs.;Edgewood (Natchez, Miss.)--Photographs.	Front view of house.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066160a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/115	115	116.jpg	/LSU_TJP/image/116.jpg
Elms, The	Norman Studio		ca. 1940	Natchez (Miss.)--Photographs.;Elms (Natchez, Miss.)--Photographs.	View of house and yard	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066165a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/116	116	117.jpg	/LSU_TJP/image/117.jpg
Elmscourt	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Elmscourt (Natchez, Miss.)--Photographs.	View of front of house.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066167a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/117	117	118.jpg	/LSU_TJP/image/118.jpg
Glenwood (Goat's Castle)	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Glenwood (Natchez, Miss.)--Photographs.	Image of house front and side taken from lawn.  Two men are visible near the porch.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066176p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/118	118	119.jpg	/LSU_TJP/image/119.jpg
Gloucester	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Gloucester (Natchez, Miss.)--Photographs.	View of house front taken from lawn.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066192p	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/119	119	120.jpg	/LSU_TJP/image/120.jpg
Governor Holmes House	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Dwellings--Mississippi--Natchez--Photographs.;Governor Holmes House (Natchez, Miss.)--Photographs.	View of house front and side taken from street.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066196a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/120	120	121.jpg	/LSU_TJP/image/121.jpg
Greenleaves	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs;Greenleaves (Natchez, Miss.)--Photographs.	Image of front and side of house taken from street.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804066201a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/121	121	122.jpg	/LSU_TJP/image/122.jpg
Homewood	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Homewood (Natchez, Miss.)--Photographs.	View of dwelling front and side, with auxiliary house in rear.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804067001a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/122	122	123.jpg	/LSU_TJP/image/123.jpg
Old Spanish Inn	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Old Spanish Inn (Natchez, Miss.)--Photographs.	View of building front taken from street.  Electric power pole and parked trucked visible in image.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804067015a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/123	123	124.jpg	/LSU_TJP/image/124.jpg
Melrose	Norman Studio		ca. 1930	Natchez (Miss.)--Photographs.;Melrose (Natchez, Miss.)--Photographs.	View of front and right side of house taken from lawn.	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Thomas H. and Joan W. Gandy Photograph Collection	IRP		Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	Thomas H. and Joan W. Gandy Photograph Collection, Mss. 3778, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	377804067058a	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_TJP.php?CISOROOT=/LSU_TJP	Image		2005-11-17	2005-11-17	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_TJP/id/124	124	125.jpg	/LSU_TJP/image/125.jpg
