Title	Issue	Author	Volume	Publication Date	Call Number	Subject	Contributor	Publisher	Description	Collection Information	Copyright	Type	Format	Language	Relation	Coverage	Cite As	Repository Collection Guide	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Sugar Bulletin 1979-11-01	3	American Sugar Cane League	58	1979	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3294	3294	3295.pdf	/p16313coll31/image/3295.pdf
Sugar Bulletin 1979-11-15	4	American Sugar Cane League	58	1979	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3295	3295	3296.pdf	/p16313coll31/image/3296.pdf
Sugar Bulletin 1979-12-01	5	American Sugar Cane League	58	1979	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3296	3296	3297.pdf	/p16313coll31/image/3297.pdf
Sugar Bulletin 1979-12-15	6	American Sugar Cane League	58	1979	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3297	3297	3298.pdf	/p16313coll31/image/3298.pdf
Sugar Bulletin 1980-01-01	7	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3298	3298	3299.pdf	/p16313coll31/image/3299.pdf
Sugar Bulletin 1980-01-15	8	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3299	3299	3300.pdf	/p16313coll31/image/3300.pdf
Sugar Bulletin 1980-02-01	9	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3300	3300	3301.pdf	/p16313coll31/image/3301.pdf
Sugar Bulletin 1980-02-15	10	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3301	3301	3302.pdf	/p16313coll31/image/3302.pdf
Sugar Bulletin 1980-03-01	11	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3302	3302	3303.pdf	/p16313coll31/image/3303.pdf
Sugar Bulletin 1980-03-15	12	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3303	3303	3304.pdf	/p16313coll31/image/3304.pdf
Sugar Bulletin 1980-04-01	13	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3304	3304	3305.pdf	/p16313coll31/image/3305.pdf
Sugar Bulletin 1980-04-15	14	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3305	3305	3306.pdf	/p16313coll31/image/3306.pdf
Sugar Bulletin 1980-05-01	15	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3306	3306	3307.pdf	/p16313coll31/image/3307.pdf
Sugar Bulletin 1980-05-15	16	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3307	3307	3308.pdf	/p16313coll31/image/3308.pdf
Sugar Bulletin 1980-06-01	17	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3308	3308	3309.pdf	/p16313coll31/image/3309.pdf
Sugar Bulletin 1980-06-15	18	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3309	3309	3310.pdf	/p16313coll31/image/3310.pdf
Sugar Bulletin 1980-07-01	19	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3310	3310	3311.pdf	/p16313coll31/image/3311.pdf
Sugar Bulletin 1980-07-15	20	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3311	3311	3312.pdf	/p16313coll31/image/3312.pdf
Sugar Bulletin 1980-08-01	21	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3312	3312	3313.pdf	/p16313coll31/image/3313.pdf
Sugar Bulletin 1980-08-15	22	American Sugar Cane League	58	1980	SB215 .S89	Sugar trade--United States--Periodicals.; Sugarcane industry--United States--Periodicals.; Sugar growing--Periodicals		American Sugar Cane League, New Orleans, La.	The Sugar Bulletin is the official organ of the American Sugar Cane League of the U.S.A., Inc. The monthly publication is  a communication tool to keep American Sugar Cane League members up to date on the on goings of the industry.		This item is in the public domain.										2013-02-01	2013-02-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll31/id/3313	3313	3314.pdf	/p16313coll31/image/3314.pdf
