Title	Creator	Contributors	Subject(s)	Description	Notes	Publisher	Date	Type	Series	Digital Reproduction Information	Item URL	Repository	Language	Relation	Coverage-Spatial	Coverage-Temporal	Restrictions	Cataloger	Cataloged Date	Object File Name	Contact and Ordering Information	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
uacomm007p34_Page 32										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/266	266	267.jpg	/p120701coll24/image/267.jpg
uacomm007p35_Page 33										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/267	267	268.jpg	/p120701coll24/image/268.jpg
uacomm007p36_Page 34										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/268	268	269.jpg	/p120701coll24/image/269.jpg
uacomm007p37_Page 35										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/269	269	270.jpg	/p120701coll24/image/270.jpg
uacomm007p38_Page 36										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/270	270	271.jpg	/p120701coll24/image/271.jpg
uacomm007p39_Page 37										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/271	271	272.jpg	/p120701coll24/image/272.jpg
uacomm007p40_Page 38										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/272	272	273.jpg	/p120701coll24/image/273.jpg
uacomm007p41_Page 39										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/273	273	274.jpg	/p120701coll24/image/274.jpg
uacomm007p42_Page 40										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/274	274	275.jpg	/p120701coll24/image/275.jpg
uacomm007p43_Back Cover										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-04-28	2009-04-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/275	275	276.jpg	/p120701coll24/image/276.jpg
Front Cover										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/276	276	277.jpg	/p120701coll24/image/277.jpg
Page 1										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/278	278	279.jpg	/p120701coll24/image/279.jpg
