Title	Date	Description of Original	Notes	Type	Subjects	Digital Collection	Repository	Shelving Location	Cite As	Restrictions	Contact and Ordering Information	Item URL	Collection URL	Digital Reproduction Information	Digitizer	Cataloged Date / Dataloger Initials	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Box 5, Page 9 Photo C		Page 09 Photo C of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 09 Photo C)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2322	2322	2372.jp2	/p16313coll81/image/2372.jp2
Box 5, Page 9 Photo D		Page 09 Photo D of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 09 Photo D)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2323	2323	2373.jp2	/p16313coll81/image/2373.jp2
Box 5, Page 9 Photo E		Page 09 Photo E of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 09 Photo E)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2324	2324	2374.jp2	/p16313coll81/image/2374.jp2
Box 5, Page 9 Photo F		Page 09 Photo F of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 09 Photo F)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2325	2325	2375.jp2	/p16313coll81/image/2375.jp2
Box 5, Page 9 Photo G		Page 09 Photo G of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 09 Photo G)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2326	2326	2376.jp2	/p16313coll81/image/2376.jp2
Box 5, Page 10		Page 10 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 10)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2327	2327	2377.jp2	/p16313coll81/image/2377.jp2
Box 5, Page 10 Photo A		Page 10 Photo A of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 10 Photo A)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2328	2328	2378.jp2	/p16313coll81/image/2378.jp2
Box 5, Page 10 Photo B		Page 10 Photo B of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 10 Photo B)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2329	2329	2379.jp2	/p16313coll81/image/2379.jp2
Box 5, Page 10 Photo C		Page 10 Photo C of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 10 Photo C)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2330	2330	2380.jp2	/p16313coll81/image/2380.jp2
Box 5, Page 10 Photo D		Page 10 Photo D of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 10 Photo D)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2331	2331	2381.jp2	/p16313coll81/image/2381.jp2
Box 5, Page 11		Page 11 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 11)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2332	2332	2382.jp2	/p16313coll81/image/2382.jp2
