Title	Date	Summary	Author	Index Terms	Author's Biographical Information	Addressee's Biographical Information	Finding Aid	Cite as	Repository	Transcriptions/Translations Note	Restrictions	Donor Information	Contact and Ordering Information	Item URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
duplantierf02009e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/313	313	314.pdf	/p16313coll34/image/314.pdf
duplantierf02009f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/314	314	315.pdf	/p16313coll34/image/315.pdf
Armand Allard Duplantier to Joseph Allard Duplantier, 1793 May 05	1793-05-05	Armand Allard Duplantier, New Orleans, addresses his father, Joseph Allard Duplantier, recounting that he had gone to New Orleans with his son and the indigo from his uncle's succession, only to find that war had halted ships' sailing to France.  He states that he has stored the indigo in the city and that communication will likely pass through New England or Spain.  He reports that relatives have written James Mather ('Matter') and Julien Poydras concerning Claude Trénonay's succession.  Duplantier relates that Americans have been allowed to conduct business in Louisiana.  He says that André Gariot was going to accompany the writer's son to France and that 'Plauton' is mad over the war's preventing the journey.  In the postscript, Duplantier asks to be remembered to 'my old pastor the Abbé Perrin.'	Duplantier, Armand, 1753-1827.	Duplantier, Fergus, 1783-1844.; Trénonay, Jean Claude, d. 1792--Estate.; Indigo--Transportation--Louisiana.; Youth--Travel--France.; Louisiana--Commerce--United States.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.	1726-1801: Jean Claude Trénonay's brother-in-law and father to Armand Duplantier.  ‘Allard’ served in the Chambre de Députés after the French Revolution as the deputy from Dauphiné and Isère.	http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/315	315	316.cpd	/p16313coll34/image/316.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/316	316	317.jp2	/p16313coll34/image/317.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/317	317	318.jp2	/p16313coll34/image/318.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/318	318	319.jp2	/p16313coll34/image/319.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/319	319	320.jp2	/p16313coll34/image/320.jp2
duplantierf02010e_Transcriptions																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/320	320	321.pdf	/p16313coll34/image/321.pdf
duplantierf02010f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/321	321	322.pdf	/p16313coll34/image/322.pdf
Armand Allard Duplantier to Joseph Allard Duplantier, 1793 May 24	1793-05-24	Armand Allard Duplantier, New Orleans, writes his father, Joseph Allard Duplantier, care of Messrs. Lille Sarpy and Barrière.  He reports on the 'sad situation of this colony,' which he says has suffered for eighteen months under the Baron de Carondelet, whom the author compares to Alejandro O’Reilly.  Duplantier complains about the governor's policies concerning slaves and free colonists and argues that most Louisianians want to be reunited with France.  The writer enumerates the advantages that France would gain in reacquiring Louisiana, and he describes the growing American presence in the region.  At the same time, he comments on French internal politics.  He relates that his Guimard aunt has sent her procuration to Mr. 'Blan' (Joseph Etienne Blanc) and Mr. Gariot.  He suggests sending mail through the Cambon brothers in Bordeaux, Lille Sarpy, Messrs. Henry and Gros, and Barrière.  He closes by listing the types of seeds he would like to have sent to him.	Duplantier, Armand, 1753-1827.	Carondelet, Luis He?ctor, baro?n de, 1748-1807.; Louisiana--Politics and government--To 1803.; France--Politics and government--1789-1799.	Born in Voiron, France, on June 28, 1753, to Joseph Guy Allard du Plantier (1721-1801) and Jeanne Gabrielle Trénonay Allard du Plantier (ca. 1724-1797), Armand Gabriel Allard Duplantier ('Armand, Sr.') came to the Americas in 1778, attached to the Foix Regiment sent to support the American Revolution. He served as an aide-de-camp to General Lafayette. Mustered out of the service in 1780, he attempted to find a commission in the American forces under George Washington but was refused. At the invitation of his uncle Jean-Claude Trénonay, Armand traveled to Louisiana. He first intended to make the trip by sea, but was turned back by the events surrounding the siege of Charleston. He then made the voyage overland, starting in Fort Pitt (now Pittsburgh) and descending the Ohio River. His first expedition down the Ohio turned back under threat of capture by the Shawnee, allies of the British. The second attempt reached Vincennes safely, and from there, Armand gained the Mississippi River, arriving in Pointe Coupee Parish in March 1781. Armand married Augustine Gérard, his uncle's stepdaughter, in July 1781. She bore him seven children, only four of whom survived: Fergus Augustin Duplantier (1783-1844), Armand Allard Duplantier (1785-1862), Guy Allard Duplantier (1791-1835), and Augustine Eulalie Duplantier (1799-1864), wife of Louis Favrot (1788-1876).  Augustine Gérard Duplantier died in 1799 during an outbreak of yellow fever, shortly after giving birth to their surviving daughter.  Three years later, in 1802, Armand married Constance Rochon (d. 1840), widow of John Joyce (d. 1798), and through her gained possession of Magnolia Mound Plantation in Baton Rouge.  Constance bore him five more children: Euphémie Amelia Duplantier (1804-1826), wife of Anthony F. Peniston, Sr. (1796-1826), Augustin Duplantier (1805-1860), Didier Duplantier (1806-1835), Alberic Nicholas Duplantier (1808-1891), and Alfred Joseph Duplantier (1813-1892).  Beginning with the death of his uncle Jean-Claude Trénonay in 1792 and the complications in settling the estate, Armand was involved in continual legal and financial difficulties for the remainder of his life.  He dabbled in land speculation to augment the income from his plantation, but none of his schemes appears to have been successful. In addition, the United States government refused to recognize Spanish land grants in Louisiana, making it impossible for Armand to sell what land he owned before the Louisiana Purchase. With his debts mounting, his wife petitioned the courts for a separation of property in 1814. When Armand died in 1827, he was deeply in debt. His funeral procession included an honor guard from the local garrison in Baton Rouge, in recognition of his service in the American Revolution. Armand is buried in Highland Cemetery in Baton Rouge.	1726-1801: Jean Claude Trénonay's brother-in-law and father to Armand Duplantier.  ‘Allard’ served in the Chambre de Députés after the French Revolution as the deputy from Dauphiné and Isère.	http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/322	322	323.cpd	/p16313coll34/image/323.cpd
