Title	Creator	Contributors	Publisher	Subjects	Description	Notes	Date	Coverage	Original Format	Format	Language	Object File Name	Repository	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Louisiana Denham Springs quadrangle	United States. Dept. of the Interior. Geological Survey			Maps; Denham Springs (La.); Coastal ecology--Louisiana; Louisiana--Maps;		21.5x17.88""	1934	W0910000; W0904500; N0303000; N0301500; N30°15'00""/W90°45'00""; N30d15'00""/W90d45'00""	Maps		en	rj000024	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with the U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/133	133	40121172492004_rj000024.jpg	/RJR/image/40121172492004_rj000024.jpg
Claiborne	Russell, Richard Joel, 1895-			Physical geography; Claiborne County (Miss.); Mississippi--Description and travel;		7 p. ill. 8x5""			Field notes		en	rj000154	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/134	134	9638172492004_rj000154.pdf	/RJR/image/9638172492004_rj000154.pdf
Natchez Mississippi climate 1799-1803, 1840-1847, 1856-1862, 1864-1870, 1884-1930	Russell, Richard Joel, 1895-			Climatology; Natchez (Miss.)--Climate;		1 p. 12x5""			Field notes		en	rj000198	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/135	135	68224172492004_rj000198.jpg	/RJR/image/68224172492004_rj000198.jpg
Louisiana State University monthly weather report for January 1932	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 14x8.5""			Field notes		en	rj000123	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/136	136	68251172492004_rj000123.pdf	/RJR/image/68251172492004_rj000123.pdf
New Orleans Bridge, South	Russell, Richard Joel, 1895-			Local geography; Louisiana; Louisiana--Description and travel;		7 p. 11x8.5""			Field notes		en	rj000069	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/137	137	72931172492004_rj000069.pdf	/RJR/image/72931172492004_rj000069.pdf
Boyce, La. (SW)				Maps; Boyce (La.); Coastal ecology--Louisiana; Louisiana--Maps;		19x17.32""		W0924500; W0923730; N0923730; N31°15'00""/W92°37'30""; N31d15'00""/W92d37'30""	Maps		en	rj000012	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries.  Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/138	138	44818172492004_rj000012.jpg	/RJR/image/44818172492004_rj000012.jpg
DeRidder Louisiana climate 1915-1930	Russell, Richard Joel, 1895-			Climatology; DeRidder (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000228	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/139	139	87032172492004_rj000228.jpg	/RJR/image/87032172492004_rj000228.jpg
Buckeye, Louisiana	United States. War Dept. Corps of Engineers	United States. Mississippi River Commission	Engineer Reproduction Plant, U. S. Army, Washington, D. C.	Maps; Buckeye (Rapides Parish, La.); Coastal ecology--Louisiana; Louisiana--Maps;		19x15.46""	1933	W0921500; W0920000; N0311500; N31°15'00'/W92°00'00""; N31d15'00'/W92d00'00""	Maps		en	rj000014	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/140	140	97918172492004_rj000014.jpg	/RJR/image/97918172492004_rj000014.jpg
Dodson Louisiana climate 1908-1930	Russell, Richard Joel, 1895-			Climatology; Dodson (La.)--Climate;		1 p. 12x5""			Field notes		en	rj000189	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/141	141	79122172492004_rj000189.jpg	/RJR/image/79122172492004_rj000189.jpg
Louisiana (Rapides Parish) Boyce quadrangle	United States. Dept. of the Interior. Geological Survey			Maps; Boyce (Rapides Parish, La.); Coastal ecology--Louisiana; Louisiana--Maps;		21x18.33""		W0924500; W0923730; N0313230; N0311500; N31°15'00'/W92°37'30""; N31d15'00""/W92d37'30""	Maps		en	rj000013	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/142	142	69818172492004_rj000013.jpg	/RJR/image/69818172492004_rj000013.jpg
Louisiana State University monthly weather report for August 1932	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 11x8.5""			Field notes		en	rj000129	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/143	143	88554172492004_rj000129.pdf	/RJR/image/88554172492004_rj000129.pdf
Louisiana State University monthly weather report for October 1934	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		2 p. 14x8.5""			Field notes		en	rj000112	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/144	144	80740172492004_rj000112.pdf	/RJR/image/80740172492004_rj000112.pdf
Louisiana State University monthly weather report for August 1930	Russell, Richard Joel, 1895-			Weather--Louisiana State University (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.);		1 p. 14x8.5""			Field notes		en	rj000146	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/145	145	9323172492004_rj000146.jpg	/RJR/image/9323172492004_rj000146.jpg
Louisiana Turkey Creek quadrangle	United States. War Dept. Corps of Engineers	United States. Mississippi River Commission.	Engineer Reproduction Plant, U. S. Army Washington, D. C.	Coastal ecology--Louisiana; Louisiana--Maps; Maps; Turkey Creek (La.);		21.5x17.2""	1933	W0923000; W0921500; N0310000; N0304500; N30°45'00""/W92°15'00""; N30d45'00""/W92d15'00""	Maps		en	rj000027	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/146	146	5722172492004_rj000027.jpg	/RJR/image/5722172492004_rj000027.jpg
Oxford Mississippi climate 1893-1906	Russell, Richard Joel, 1895-			Climatology; Oxford (Miss.)--Climate;		1 p. 12x5""			Field notes		en	rj000200	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.	Louisiana Coastal Ecology: Richard J. Russell Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_RJR.php?CISOROOT=/RJR			2004-09-24	2004-09-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/RJR/id/147	147	18225172492004_rj000200.jpg	/RJR/image/18225172492004_rj000200.jpg
