Title	Date	Caption/Description	Notes	Physical description	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name(s)	File Name	Identifier	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Sign for Road Runner camp, 1982	1982	Sign with Road Runner.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana; Birds--Louisiana	Signage, Hunting	Commercial, Guides and camps	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	25	ddavis0095.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1928	1928	1929.jp2	/p15140coll21/image/1929.jp2
Sign for Captain Bob's Brand Shrimp, Houma, LA	1982	Sign for Captain Bob's Brand Shrimp & Samante Packing Co., Inc. South of Houma, LA, 1982.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Shrimp industry--Louisiana--Packing; Signs and signboards--Louisiana	Signage, Fishing-commercial	Commercial, Shrimp	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	26	ddavis0097.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1929	1929	1930.jp2	/p15140coll21/image/1930.jp2
Canal in marsh	1971	Canal in marsh, south of Pecan Island, Vermilion Parish, LA, 1971.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Marshes--Louisiana--Vermilion Parish; Canals--Louisiana--Vermilion Parish	Landforms, Manmade or Engineered waterways	Canals, Marshes	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	246	ddavis0096.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1930	1930	1931.jp2	/p15140coll21/image/1931.jp2
Captain Michael's oysters		Capt. Michael's Oysters, New Orleans, LA   Gallon, LA 78  From the Carlton and Mary Riggin Collection.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Cookery (Oysters); Oyster industry--Louisiana--Packing	Fishing-commercial	Oysters	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	558	ddavis0098.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1931	1931	1932.jp2	/p15140coll21/image/1932.jp2
Chacahoula swamp	1978	Aerial view of Chacahoula swamp, 1978.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Swamps--Louisiana; Chacahoula Swamp (La.)	Landforms	Swamps	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	559	ddavis0099.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1932	1932	1933.jp2	/p15140coll21/image/1933.jp2
Chacahoula Swamp	1978	Aerial view of Chacahoula Swamp, 1978.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Swamps--Louisiana; Chacahoula Swamp (La.)	Landforms	Swamps	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	560	ddavis0100.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1933	1933	1934.jp2	/p15140coll21/image/1934.jp2
Texaco Pipeline Inc sign	1997	Sign for Texaco Pipeline Inc. Do Not Anchor or Dredge., Baldwin, LA, 1997.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana; Texas Company	Signage, Mineral extraction	Commercial, Oil and natural gas	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	27	ddavis0103.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1934	1934	1935.jp2	/p15140coll21/image/1935.jp2
Chenieres	1989	Aerial view of cheniers, 1989.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Chenieres--Louisiana	Manmade or Engineered landforms	Chnires	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	247	ddavis0104.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1935	1935	1936.jp2	/p15140coll21/image/1936.jp2
Sign for Ocean Energy Venice Terminal		Sign for Ocean Energy Venice Terminal, Chevron & Texaco.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana; Texas Company; Chevron Corporation	Signage	Commercial	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	28	ddavis0105.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1936	1936	1937.jp2	/p15140coll21/image/1937.jp2
Sign for Chevron USA	1988	Sign for Chevron USA Inc, DANGER 6 Gas Line Buried Here, LA barrier Islands, 1988.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana; Chevron Corporation	Signage, Mineral extraction	Commercial, Oil and natural gas	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	29	ddavis0106.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1937	1937	1938.jp2	/p15140coll21/image/1938.jp2
Chopper used to cut trainasse	1971	Chopper used to cut a trainasse on the chenier plain, 1971.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Ditches--Louisiana; Adzes--Louisiana	Trapping, Manmade or Engineered waterways	Chnires, Chnires	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	320	ddavis0107.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1938	1938	1939.jp2	/p15140coll21/image/1939.jp2
Adze	1972	Adze, 1972.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Adzes--Louisiana	Tools		Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	270	ddavis0108.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1939	1939	1940.jp2	/p15140coll21/image/1940.jp2
Dying marsh	1989	Dying marsh in Falgout Canal, Lafourche Parish, LA, 1989.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Canals--Louisiana--Lafourche Parish; Marshes--Louisiana--Lafourche Parish	Landforms, Manmade or Engineered waterways	Marshes, Canals	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	251	ddavis0147.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1940	1940	1941.jp2	/p15140coll21/image/1941.jp2
No tresspassing sign	1997	Sign No Trespassing, A St. Martin Co., at the end of Bayou DuLarge Road, LA, 1997.		TIF	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana	Mineral extraction	Oil and natural gas	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	36	ddavis0148.tif																				2010-09-07	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/1941	1941	1942.jp2	/p15140coll21/image/1942.jp2
