Title	Author	Date	Dates	Physical Description	Description / Notes	Biographical Note	Language	Type	Subjects	Digital Collection	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Item URL	Contributors	Publisher	Format	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Letter from Frank Babin to Henrietta Lauzin, 1864	Babin, Frank.	1864	1864	letter (4p.)	Frank Babin writes to Henrietta Lauzin, West Baton Rouge, commenting on camp life, stating that they have been repairing fences and building cabins, but that the 'bill of fare' has been good, including beefsteak, sweet potatoes, rice, and pecan candy. He then proceeds to tease her regarding her current 'beau', a man named Peru.  Regarding a man they refer to as 'Poydras', he states 'Now take my advice 'and give him up' immediately.'  Before closing, he requests that Henrietta have Hattie send him some cloth because he is 'out of clothing.'	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Unionists (United States Civil War)--Louisiana--Baton Rouge.; Military deserters--Confederate States of America.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/238	238	239.cpd	/p16313coll8/image/239.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/239	239	240.jp2	/p16313coll8/image/240.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/240	240	241.jp2	/p16313coll8/image/241.jp2
5b02f1229c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/241	241	242.pdf	/p16313coll8/image/242.pdf
Letter from Frank Babin to Henrietta Lauzin, 1864 Dec. 15	Babin, Frank.	1864-12-15	1864	letter (2p.)	Frank Babin, 'Camp Leroy Stafford, Da Baillons's Bridge, Near Flat Town', Louisiana, writes Henrietta Lauzin, West Baton Rouge.  He begins by teasing her regarding her love for Poydras and thanking her for her letters, which he states are 'long-full of interesting news and jokes...'.  He then comments on the movements of his Company and provides details regarding the treatment of the animals in camp, stating 'The horses and mules have been I think the greatest sufferers during this war. Sometimes our poor beasts remain tied two and three days without so much as an ear of corn or blade of hay.'  Within the postscript he states that their next destination will either be the Atchafalaya or some point below Bayou Teche.	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Animals--War use--Confederate States of America.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/242	242	243.cpd	/p16313coll8/image/243.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/243	243	244.jp2	/p16313coll8/image/244.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/244	244	245.jp2	/p16313coll8/image/245.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/245	245	246.jp2	/p16313coll8/image/246.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/246	246	247.jp2	/p16313coll8/image/247.jp2
Page 5												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/247	247	248.jp2	/p16313coll8/image/248.jp2
Page 6												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/248	248	249.jp2	/p16313coll8/image/249.jp2
Page 7												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/249	249	250.jp2	/p16313coll8/image/250.jp2
Page 8												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/250	250	251.jp2	/p16313coll8/image/251.jp2
Page 9												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/251	251	252.jp2	/p16313coll8/image/252.jp2
Letter from Francis Palms to Henrietta Lauzin, 1865 Feb. 08	Palms, Francis F., 1837-1904.	1865-02-08	1865	letter (8p.)	Francis Palms, 'Piney Woods Opposite Alexandria', Louisiana, writes to Henrietta Lauzin, West Baton Rouge.  He apologizes for his lapse in correspondence and states that he will 'permit you to peruse my journal at our next meeting'.  Additionally, he discusses the well-being of mutual acquaintances and provides details of his recent travels.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/252	252	253.cpd	/p16313coll8/image/253.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/253	253	254.jp2	/p16313coll8/image/254.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/254	254	255.jp2	/p16313coll8/image/255.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/255	255	256.jp2	/p16313coll8/image/256.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/256	256	257.jp2	/p16313coll8/image/257.jp2
Letter from unknown to Henrietta Lauzin, 1865 Feb. 20 and 1865 Feb. 22		1865-02-20; 1865-02-22	1865	letter (4p.)		Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/257	257	258.cpd	/p16313coll8/image/258.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/258	258	259.jp2	/p16313coll8/image/259.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/259	259	260.jp2	/p16313coll8/image/260.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/260	260	261.jp2	/p16313coll8/image/261.jp2
5b03f1333d_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/261	261	262.pdf	/p16313coll8/image/262.pdf
Letter from Amelia Faulkner to Henrietta Lauzin, 1865 Mar. 15	Faulkner, Amelia.	1865-03-15	1865	letter (3p.)	Amelia Faulkner, Faulkland Plantation, Louisiana, writes to Henrietta Lauzin, West Baton Rouge.  She discusses mutual acquaintances and makes inquiries concerning Henrietta's well-being.	Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Faulkner, Amelia.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/262	262	263.cpd	/p16313coll8/image/263.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/263	263	264.jp2	/p16313coll8/image/264.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/264	264	265.jp2	/p16313coll8/image/265.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/265	265	266.jp2	/p16313coll8/image/266.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/266	266	267.jp2	/p16313coll8/image/267.jp2
5b03f1335e_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/267	267	268.pdf	/p16313coll8/image/268.pdf
Letter from Francis Palms to Henrietta Lauzin, 1865 Jun. 29	Palms, Francis F., 1837-1904.	1865-06-29	1865	letter (1 leaf)	Francis Palms, New Orleans, writes to Henrietta Lauzin, West Baton Rouge, stating that he is safe and that he will soon have his likeness taken and send it to her.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/268	268	269.cpd	/p16313coll8/image/269.cpd
