Title	Photographer	Date	Subject	Description	Type	Original Format	Original Size	Collection Number	Digital Collection	Repository Collection	Repository	Digital Reproduction Information	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Ferrari Club of Louisiana	Donn Young	2003 October 01	New Orleans (La.)--Photographs;Ferrari automobile--Photographs;Longue Vue House and Gardens--Photographs;	Photographs of three Ferrari’s in front of Longue Vue House and Gardens	Image	TIF	16.8 MB	494438826a054	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/151	151	152.jpg	Volume16\494438826a054.tif	/LSU_DYP/image/152.jpg
Lake at Sunset	Donn Young	2003 September 30	New Orleans (La.)--Photographs;Bodies of water--Photographs;	Image of a lake at sunset.	Image	TIF	16.8 MB	494438827a128	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/152	152	153.jpg	Volume16\494438827a128.tif	/LSU_DYP/image/153.jpg
Eli Timm Bar Mitzvah	Donn Young	2003 September 13	New Orleans (La.)--Photographs; Bar mitzvah--Photographs;Confirmation (Jewish rite)--Photographs;Synagogues--Photographs;	View of entire synagogue from a back balcony during the ceremony.	Image	TIF	16.8 MB	494438833d028	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the &quot;Item number&quot; or &quot;Item URL&quot; in your request.	See &quot;reference url&quot; on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2014-08-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/153	153	154.jpg	Volume16\494438833d028.tif	/LSU_DYP/image/154.jpg
Shrimp Boat 'Mariah Jade'	Donn Young	2003 October 14	New Orleans (La.)--Photographs;Seafood industry--Photographs;Shrimpers (Persons)--Louisiana--Photographs;Shrimp industry--Louisiana--New Orleans--Photographs;Fishing boats--Louisiana--Photographs;Gambit (New Orleans, La.)--Photographs.	Shrimp boat 'Mariah Jade' taken for article which appeared in 10/14/03 issue of the Gambit Weekly.	Image	TIF	16.8 MB	494438834b022	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/154	154	155.jpg	Volume16\494438834b022.tif	/LSU_DYP/image/155.jpg
Shrimp boat worker Sonny “Bozo” Cheramie	Donn Young	2003 October 03	New Orleans (La.)--Photographs;Seafood industry--Photographs;Shrimpers (Persons)--Louisiana--Photographs;Shrimp industry--Louisiana--New Orleans--Photographs;Gambit (New Orleans, La.)--Photographs;	Sonny “Bozo” Cheramie & others examining latest shrimp catch (appeared in 10/14/03 Gambit)	Image	TIF	16.8 MB	494438834c049	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/155	155	156.jpg	Volume16\494438834c049.tif	/LSU_DYP/image/156.jpg
Shrimp boat 'Heavy Metal'	Donn Young	2003 October 14	New Orleans (La.)--Photographs;Seafood industry--Photographs;Shrimp industry--Louisiana--New Orleans--Photographs;Fishing boats--Louisiana--Photographs;Gambit (New Orleans, La.)--Photographs;	Shrimp boat 'Heavy Metal' taken for article which appeared in 10/14/03 issue of the Gambit Weekly.	Image	TIF	16.8 MB	494438834c091	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/156	156	157.jpg	Volume16\494438834c091.tif	/LSU_DYP/image/157.jpg
Chalmette Slip	Donn Young	2003 October 02	New Orleans (La.)--Photographs;Aerial photographs;Shipping--Photographs;	Aerial photographs of Chalmette Slip taken for Associated Terminals.	Image	TIF	16.8 MB	494438835a001	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/157	157	158.jpg	Volume16\494438835a001.tif	/LSU_DYP/image/158.jpg
Unidentified Cemetery	Donn Young	2003 October 02	New Orleans (La.)--Photographs;Cemeteries--Photographs;	Aerial photo of unidentified cemetery in Louisiana with above ground tombs.	Image	TIF	16.8 MB	494438835b054	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/158	158	159.jpg	Volume16\494438835b054.tif	/LSU_DYP/image/159.jpg
Horses	Donn Young	2003 October 04	New Orleans (La.)--Photographs;Horses--Photographs;	Horses from the New Heights Therapy Center.	Image	TIF	17.5 MB	494438837a018	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/159	159	160.jpg	Volume16\494438837a018.tif	/LSU_DYP/image/160.jpg
Horseback riding at New Heights Therapy Center	Donn Young	2003 October 4	New Orleans (La.)--Photographs;Horsemanship--Photographs;People with disabilities--Rehabilitation--Photographs;	A young girl sitting on a horse with 4 women around them from the New Heights Therapy Center.	Image	TIF	17.5 MB	494438837a103	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/160	160	161.jpg	Volume17\494438837a103.tif	/LSU_DYP/image/161.jpg
Horseback riding at New Heights Therapy Center	Donn Young	2003 October 4	New Orleans (La.)--Photographs;People with disabilities--Rehabilitation--Photographs;Horsemanship--Photographs;	Kids being led around on horses at New Heights Therapy Center.	Image	TIF	17.5 MB	494438837a137	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/161	161	162.jpg	Volume17\494438837a137.tif	/LSU_DYP/image/162.jpg
Cynthia and Steve Wedding	Donn Young	2003 October 11	New Orleans (La.)--Photographs;Weddings--Photographs;	Bride and Groom with their parents on either side.	Image	TIF	16.8 MB	494438839a006	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/162	162	163.jpg	Volume17\494438839a006.tif	/LSU_DYP/image/163.jpg
Advantage Ford (New Orleans)	Donn Young	2003 October 14	New Orleans (La.)--Photographs; Automobile dealers--Photographs; Ford trucks--Photographs;	Publicity photo of car lot with emphasis on a black F-150 truck.	Image	TIF	16.8 MB	494438844a059	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/163	163	164.jpg	Volume17\494438844a059.tif	/LSU_DYP/image/164.jpg
